name,cost,artist,number,type,text,printings
Fecundity,,Rebecca Guay,145,Enchantment,"Whenever a creature dies, that creature's controller may draw a card.","USG,BRB,8ED,C13"
Foster,,Carl Critchlow,146,Enchantment,"Whenever a creature you control dies, you may pay {1}. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest into your graveyard.","MMQ,C13"
Grazing Gladehart,,Ryan Pancoast,147,Creature — Antelope,"Landfall — Whenever a land enters the battlefield under your control, you may gain 2 life.","ZEN,DDH,C13,DDO,DDP"
Harmonize,,Paul Lee,148,Sorcery,Draw three cards.,"pMPR,PLC,EVG,DDD,ARC,CMD,C13,DD3_EVG,DD3_GVL"
"Hua Tuo, Honored Physician",,Gao Jianzhang,149,Legendary Creature — Human,"{T}: Put target creature card from your graveyard on top of your library. Activate this ability only during your turn, before attackers are declared.","PTK,ME3,C13"
Hunted Troll,,Greg Staples,150,Creature — Troll Warrior,"When Hunted Troll enters the battlefield, target opponent puts four 1/1 blue Faerie creature tokens with flying onto the battlefield.\n{G}: Regenerate Hunted Troll.","RAV,C13"
Jade Mage,,Izzy,151,Creature — Human Shaman,{2}{G}: Put a 1/1 green Saproling creature token onto the battlefield.,"M12,DDH,C13"
Kazandu Tuskcaller,,Mike Bierek,152,Creature — Human Shaman,Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.)\nLEVEL 2-5
1/1
{T}: Put a 3/3 green Elephant creature token onto the battlefield.
LEVEL 6+
1/1
{T}: Put two 3/3 green Elephant creature tokens onto the battlefield.,"ROE,C13"
Krosan Grip,,Zoltan Boros & Gabor Szikszai,153,Instant,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)\nDestroy target artifact or enchantment.","pFNM,TSP,MMA,C13,C15"
Krosan Tusker,,Kev Walker,154,Creature — Boar Beast,"Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)\nWhen you cycle Krosan Tusker, you may search your library for a basic land card, reveal that card, put it into your hand, then shuffle your library.","pFNM,ONS,DDD,ARC,CMD,DDL,C13,VMA,DD3_GVL"
Krosan Warchief,,Greg Hildebrandt,155,Creature — Beast,Beast spells you cast cost {1} less to cast.\n{1}{G}: Regenerate target Beast.,"pFNM,SCG,C13"
Mold Shambler,,Karl Kopinski,156,Creature — Fungus Beast,"Kicker {1}{G} (You may pay an additional {1}{G} as you cast this spell.)\nWhen Mold Shambler enters the battlefield, if it was kicked, destroy target noncreature permanent.","ZEN,C13,DDM"
Naya Soulbeast,,Jesper Ejsing,157,Creature — Beast,"Trample\nWhen you cast Naya Soulbeast, each player reveals the top card of his or her library. Naya Soulbeast enters the battlefield with X +1/+1 counters on it, where X is the total converted mana cost of all cards revealed this way.",C13
Night Soil,,Richard Wright,158,Enchantment,"{1}, Exile two creature cards from a single graveyard: Put a 1/1 green Saproling creature token onto the battlefield.","FEM,ME2,C13"
One Dozen Eyes,,Darrell Riche,159,Sorcery,Choose one —\n• Put a 5/5 green Beast creature token onto the battlefield.
• Put five 1/1 green Insect creature tokens onto the battlefield.
Entwine {G}{G}{G} (Choose both if you pay the entwine cost.),"MRD,C13"
Phantom Nantuko,,Wayne England,160,Creature — Insect Spirit,"Trample\nPhantom Nantuko enters the battlefield with two +1/+1 counters on it.
If damage would be dealt to Phantom Nantuko, prevent that damage. Remove a +1/+1 counter from Phantom Nantuko.
{T}: Put a +1/+1 counter on Phantom Nantuko.","JUD,C13"
Presence of Gond,,Brandon Kitkouski,161,Enchantment — Aura,Enchant creature\nEnchanted creature has "{T}: Put a 1/1 green Elf Warrior creature token onto the battlefield.","SHM,C13"
Primal Vigor,,Matt Stewart,162,Enchantment,"If one or more tokens would be put onto the battlefield, twice that many of those tokens are put onto the battlefield instead.\nIf one or more +1/+1 counters would be placed on a creature, twice that many +1/+1 counters are placed on that creature instead.",C13
Rain of Thorns,,Sam Burley,163,Sorcery,Choose one or more —\n• Destroy target artifact.
• Destroy target enchantment.
• Destroy target land.,"AVR,C13"
Rampaging Baloths,,Steve Prescott,164,Creature — Beast,"Trample\nLandfall — Whenever a land enters the battlefield under your control, you may put a 4/4 green Beast creature token onto the battlefield.","pPRE,ZEN,C13,C14"
Ravenous Baloth,,Todd Lockwood,165,Creature — Beast,Sacrifice a Beast: You gain 4 life.,"pJGP,ONS,DDD,C13,DD3_GVL"
Reincarnation,,Steve Prescott,166,Instant,"Choose target creature. When that creature dies this turn, return a creature card from its owner's graveyard to the battlefield under the control of that creature's owner.","LEG,ME3,C13"
Restore,,John Avon,167,Sorcery,Put target land card from a graveyard onto the battlefield under your control.,C13
Sakura-Tribe Elder,,Carl Critchlow,168,Creature — Snake Shaman,"Sacrifice Sakura-Tribe Elder: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.","pSUS,pFNM,CHK,ARC,CMD,C13,CNS,C15"
Silklash Spider,,Iain McCaig,169,Creature — Spider,Reach\n{X}{G}{G}: Silklash Spider deals X damage to each creature with flying.,"ONS,9ED,M13,C13,C14"
Slice in Twain,,Efrem Palacios,170,Instant,Destroy target artifact or enchantment.\nDraw a card.,"SOM,C13"
Spawning Grounds,,Vincent Proce,171,Enchantment — Aura,Enchant land\nEnchanted land has "{T}: Put a 5/5 green Beast creature token with trample onto the battlefield.",C13
Spoils of Victory,,Sun Nan,172,Sorcery,"Search your library for a Plains, Island, Swamp, Mountain, or Forest card and put that card onto the battlefield. Then shuffle your library.","PTK,ME3,C13"
Sprouting Vines,,John Avon,173,Instant,"Search your library for a basic land card, reveal that card, and put it into your hand. Then shuffle your library.\nStorm (When you cast this spell, copy it for each spell cast before it this turn.)","SCG,C13"
Tempt with Discovery,,William Wu,174,Sorcery,"Tempting offer — Search your library for a land card and put it onto the battlefield. Each opponent may search his or her library for a land card and put it onto the battlefield. For each opponent who searches a library this way, search your library for a land card and put it onto the battlefield. Then each player who searched a library this way shuffles it.",C13
Walker of the Grove,,Todd Lockwood,175,Creature — Elemental,"When Walker of the Grove leaves the battlefield, put a 4/4 green Elemental creature token onto the battlefield.\nEvoke {4}{G} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)","MOR,MMA,C13"
Æthermage's Touch,,Randy Gallegos,176,Instant,"Reveal the top four cards of your library. You may put a creature card from among them onto the battlefield. It gains "At the beginning of your end step, return this creature to its owner's hand." Then put the rest of the cards revealed this way on the bottom of your library in any order.","DIS,C13"
Baleful Strix,,Nils Hamm,177,Artifact Creature — Bird,"Flying, deathtouch\nWhen Baleful Strix enters the battlefield, draw a card.","PC2,C13,VMA"
Behemoth Sledge,,Steve Prescott,178,Artifact — Equipment,Equipped creature gets +2/+2 and has lifelink and trample.\nEquip {3},"ARB,DDH,C13"
Boros Charm,,Zoltan Boros,179,Instant,Choose one —\n• Boros Charm deals 4 damage to target player.
• Permanents you control gain indestructible until end of turn.
• Target creature gains double strike until end of turn.,"GTC,C13"
Charnelhoard Wurm,,Lars Grant-West,180,Creature — Wurm,"Trample\nWhenever Charnelhoard Wurm deals damage to an opponent, you may return target card from your graveyard to your hand.","CON,C13"
Crosis's Charm,,Marco Nelor,181,Instant,Choose one —\n• Return target permanent to its owner's hand.
• Destroy target nonblack creature. It can't be regenerated.
• Destroy target artifact.,"PLS,C13"
Cruel Ultimatum,,Todd Lockwood,182,Sorcery,"Target opponent sacrifices a creature, discards three cards, then loses 5 life. You return a creature card from your graveyard to your hand, draw three cards, then gain 5 life.","ALA,DDH,V13,C13"
Death Grasp,,Raymond Swanland,183,Sorcery,Death Grasp deals X damage to target creature or player. You gain X life.,"APC,DDK,C13,VMA,C15"
Deathbringer Thoctar,,Karl Kopinski,184,Creature — Zombie Beast,"Whenever another creature dies, you may put a +1/+1 counter on Deathbringer Thoctar.\nRemove a +1/+1 counter from Deathbringer Thoctar: Deathbringer Thoctar deals 1 damage to target creature or player.","ARB,C13"
Deepfire Elemental,,Joel Thomas,185,Creature — Elemental,{X}{X}{1}: Destroy target artifact or creature with converted mana cost X.,"CSP,C13"
"Derevi, Empyrial Tactician",,Michael Komarck,186,Legendary Creature — Bird Wizard,"Flying\nWhenever Derevi, Empyrial Tactician enters the battlefield or a creature you control deals combat damage to a player, you may tap or untap target permanent.
{1}{G}{W}{U}: Put Derevi onto the battlefield from the command zone.",C13
Dromar's Charm,,Marco Nelor,187,Instant,Choose one —\n• You gain 5 life.
• Counter target spell.
• Target creature gets -2/-2 until end of turn.,"PLS,C13"
Fiery Justice,,Mathias Kollros,188,Sorcery,Fiery Justice deals 5 damage divided as you choose among any number of target creatures and/or players. Target opponent gains 5 life.,"ICE,TSB,C13"
Filigree Angel,,Richard Whitters,189,Artifact Creature — Angel,"Flying\nWhen Filigree Angel enters the battlefield, you gain 3 life for each artifact you control.","ARB,C13"
Fires of Yavimaya,,Izzy,190,Enchantment,Creatures you control have haste.\nSacrifice Fires of Yavimaya: Target creature gets +2/+2 until end of turn.,"INV,HOP,ARC,PC2,DDL,C13,CNS,VMA"
"Gahiji, Honored One",,Brynn Metheney,191,Legendary Creature — Beast,"Whenever a creature attacks one of your opponents or a planeswalker an opponent controls, that creature gets +2/+0 until end of turn.",C13
Grixis Charm,,Lars Grant-West,192,Instant,Choose one —\n• Return target permanent to its owner's hand.
• Target creature gets -4/-4 until end of turn.
• Creatures you control get +2/+0 until end of turn.,"ALA,DDH,C13"
Hull Breach,,Brian Snõddy,193,Sorcery,Choose one —\n• Destroy target artifact.
• Destroy target enchantment.
• Destroy target artifact and target enchantment.,"PLS,HOP,CMD,C13"
"Jeleva, Nephalia's Scourge",,Cynthia Sheppard,194,Legendary Creature — Vampire Wizard,"Flying\nWhen Jeleva, Nephalia's Scourge enters the battlefield, each player exiles the top X cards of his or her library, where X is the amount of mana spent to cast Jeleva.
Whenever Jeleva attacks, you may cast an instant or sorcery card exiled with it without paying its mana cost.",C13
Jund Charm,,Brandon Kitkouski,195,Instant,Choose one —\n• Exile all cards from target player's graveyard.
• Jund Charm deals 2 damage to each creature.
• Put two +1/+1 counters on target creature.,"ALA,C13"
Leafdrake Roost,,Nick Percival,196,Enchantment — Aura,"Enchant land\nEnchanted land has "{G}{U}, {T}: Put a 2/2 green and blue Drake creature token with flying onto the battlefield."","DIS,C13"
Lim-Dûl's Vault,,Wayne England,197,Instant,"Look at the top five cards of your library. As many times as you choose, you may pay 1 life, put those cards on the bottom of your library in any order, then look at the top five cards of your library. Then shuffle your library and put the last cards you looked at this way on top of it in any order.","ALL,MED,C13"
"Marath, Will of the Wild",,Tyler Jacobson,198,Legendary Creature — Elemental Beast,"Marath, Will of the Wild enters the battlefield with a number of +1/+1 counters on it equal to the amount of mana spent to cast it.\n{X}, Remove X +1/+1 counters from Marath: Choose one —
• Put X +1/+1 counters on target creature. X can't be 0.
• Marath deals X damage to target creature or player. X can't be 0.
• Put an X/X green Elemental creature token onto the battlefield. X can't be 0.",C13
Mayael the Anima,,Jason Chan,199,Legendary Creature — Elf Shaman,"{3}{R}{G}{W}, {T}: Look at the top five cards of your library. You may put a creature card with power 5 or greater from among them onto the battlefield. Put the rest on the bottom of your library in any order.","ALA,C13"
Naya Charm,,Jesper Ejsing,200,Instant,Choose one —\n• Naya Charm deals 3 damage to target creature.
• Return target card from a graveyard to its owner's hand.
• Tap all creatures target player controls.,"ALA,DDH,C13"
"Nekusar, the Mindrazer",,Mark Winters,201,Legendary Creature — Zombie Wizard,"At the beginning of each player's draw step, that player draws an additional card.\nWhenever an opponent draws a card, Nekusar, the Mindrazer deals 1 damage to that player.","pJGP,C13"
Nivix Guildmage,,Scott M. Fischer,202,Creature — Human Wizard,"{1}{U}{R}: Draw a card, then discard a card.\n{2}{U}{R}: Copy target instant or sorcery spell you control. You may choose new targets for the copy.","RTR,C13"
"Oloro, Ageless Ascetic",,Eric Deschamps,203,Legendary Creature — Giant Soldier,"At the beginning of your upkeep, you gain 2 life.\nWhenever you gain life, you may pay {1}. If you do, draw a card and each opponent loses 1 life.
At the beginning of your upkeep, if Oloro, Ageless Ascetic is in the command zone, you gain 2 life.","pJGP,C13"
"Prossh, Skyraider of Kher",,Todd Lockwood,204,Legendary Creature — Dragon,"Flying\nWhen you cast Prossh, Skyraider of Kher, put X 0/1 red Kobold creature tokens named Kobolds of Kher Keep onto the battlefield, where X is the amount of mana spent to cast Prossh.
Sacrifice another creature: Prossh gets +1/+0 until end of turn.",C13
Rakeclaw Gargantuan,,Jesper Ejsing,205,Creature — Beast,{1}: Target creature with power 5 or greater gains first strike until end of turn.,"ALA,C13"
Roon of the Hidden Realm,,Steve Prescott,206,Legendary Creature — Rhino Soldier,"Vigilance, trample\n{2}, {T}: Exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.",C13
Rubinia Soulsinger,,Cynthia Sheppard,207,Legendary Creature — Faerie,You may choose not to untap Rubinia Soulsinger during your untap step.\n{T}: Gain control of target creature for as long as you control Rubinia and Rubinia remains tapped.,"LEG,CHR,ME3,C13"
Savage Twister,,John Avon,208,Sorcery,Savage Twister deals X damage to each creature.,"MIR,GPT,HOP,ARC,CMD,C13,MM2"
Scarland Thrinax,,Daarken,209,Creature — Lizard,Sacrifice a creature: Put a +1/+1 counter on Scarland Thrinax.,"CON,C13"
"Sek'Kuar, Deathkeeper",,Jesper Ejsing,210,Legendary Creature — Orc Shaman,"Whenever another nontoken creature you control dies, put a 3/1 black and red Graveborn creature token with haste onto the battlefield.","CSP,C13"
Selesnya Charm,,Zoltan Boros,211,Instant,Choose one —\n• Target creature gets +2/+2 and gains trample until end of turn.
• Exile target creature with power 5 or greater.
• Put a 2/2 white Knight creature token with vigilance onto the battlefield.,"RTR,C13"
Sharuum the Hegemon,,Izzy,212,Legendary Artifact Creature — Sphinx,"Flying\nWhen Sharuum the Hegemon enters the battlefield, you may return target artifact card from your graveyard to the battlefield.","ALA,V11,C13"
Shattergang Brothers,,Kev Walker,213,Legendary Creature — Goblin Artificer,"{2}{B}, Sacrifice a creature: Each other player sacrifices a creature.\n{2}{R}, Sacrifice an artifact: Each other player sacrifices an artifact.
{2}{G}, Sacrifice an enchantment: Each other player sacrifices an enchantment.",C13
Skyward Eye Prophets,,Matt Stewart,214,Creature — Human Wizard,"Vigilance\n{T}: Reveal the top card of your library. If it's a land card, put it onto the battlefield. Otherwise, put it into your hand.","CON,C13"
Soul Manipulation,,Carl Critchlow,215,Instant,Choose one or both —\n• Counter target creature spell.
• Return target creature card from your graveyard to your hand.,"ARB,C13"
Spellbreaker Behemoth,,Jason Chan,216,Creature — Beast,Spellbreaker Behemoth can't be countered.\nCreature spells you control with power 5 or greater can't be countered.,"ARB,C13"
Sphinx of the Steel Wind,,Kev Walker,217,Artifact Creature — Sphinx,"Flying, first strike, vigilance, lifelink, protection from red and from green","ARB,PD3,C13"
Spinal Embrace,,Donato Giancola,218,Instant,"Cast Spinal Embrace only during combat.\nUntap target creature you don't control and gain control of it. It gains haste until end of turn. At the beginning of the next end step, sacrifice it. If you do, you gain life equal to its toughness.","INV,C13"
Sprouting Thrinax,,Jarreau Wimberly,219,Creature — Lizard,"When Sprouting Thrinax dies, put three 1/1 green Saproling creature tokens onto the battlefield.","pWPN,ALA,C13"
"Sydri, Galvanic Genius",,Terese Nielsen,220,Legendary Creature — Human Artificer,{U}: Target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost until end of turn.\n{W}{B}: Target artifact creature gains deathtouch and lifelink until end of turn.,C13
Thraximundar,,Raymond Swanland,221,Legendary Creature — Zombie Assassin,"Haste\nWhenever Thraximundar attacks, defending player sacrifices a creature.
Whenever a player sacrifices a creature, you may put a +1/+1 counter on Thraximundar.","ARB,C13"
Tidehollow Strix,,Cyril Van Der Haegen,222,Artifact Creature — Bird,Flying\nDeathtouch (Any amount of damage this deals to a creature is enough to destroy it.),"ALA,C13"
Tower Gargoyle,,Matt Cavotta,223,Artifact Creature — Gargoyle,Flying,"ALA,C13"
Valley Rannet,,Dave Allsop,224,Creature — Beast,"Mountaincycling {2}, forestcycling {2} ({2}, Discard this card: Search your library for a Mountain or Forest card, reveal it, and put it into your hand. Then shuffle your library.)","ARB,CMD,DDL,C13"
Vizkopa Guildmage,,Tyler Jacobson,225,Creature — Human Wizard,"{1}{W}{B}: Target creature gains lifelink until end of turn.\n{1}{W}{B}: Whenever you gain life this turn, each opponent loses that much life.","GTC,C13"
Winged Coatl,,Izzy,226,Creature — Snake,Flash (You may cast this spell any time you could cast an instant.)\nFlying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),"ARB,C13"
Augury Adept,,Steve Prescott,227,Creature — Kithkin Wizard,"Whenever Augury Adept deals combat damage to a player, reveal the top card of your library and put that card into your hand. You gain life equal to its converted mana cost.","SHM,C13"
Divinity of Pride,,Greg Staples,228,Creature — Spirit Avatar,"Flying, lifelink\nDivinity of Pride gets +4/+4 as long as you have 25 or more life.","EVE,MMA,C13"
Golgari Guildmage,,Zoltan Boros & Gabor Szikszai,229,Creature — Elf Shaman,"{4}{B}, Sacrifice a creature: Return target creature card from your graveyard to your hand.\n{4}{G}: Put a +1/+1 counter on target creature.","RAV,CMD,C13"
Mistmeadow Witch,,Greg Staples,230,Creature — Kithkin Wizard,{2}{W}{U}: Exile target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.,"SHM,DDI,C13"
Murkfiend Liege,,Carl Critchlow,231,Creature — Horror,Other green creatures you control get +1/+1.\nOther blue creatures you control get +1/+1.
Untap all green and/or blue creatures you control during each other player's untap step.,"EVE,C13"
Selesnya Guildmage,,Mark Zug,232,Creature — Elf Wizard,{3}{G}: Put a 1/1 green Saproling creature token onto the battlefield.\n{3}{W}: Creatures you control get +1/+1 until end of turn.,"RAV,ARC,CMD,C13,MM2"
Spiteful Visions,,Brandon Kitkouski,233,Enchantment,"At the beginning of each player's draw step, that player draws an additional card.\nWhenever a player draws a card, Spiteful Visions deals 1 damage to that player.","SHM,C13"
Thopter Foundry,,Ralph Horsley,234,Artifact,"{1}, Sacrifice a nontoken artifact: Put a 1/1 blue Thopter artifact creature token with flying onto the battlefield. You gain 1 life.","ARB,C13"
Armillary Sphere,,Franz Vohwinkel,235,Artifact,"{2}, {T}, Sacrifice Armillary Sphere: Search your library for up to two basic land cards, reveal them, and put them into your hand. Then shuffle your library.","CON,DDG,CMD,DDI,PC2,C13"
Azorius Keyrune,,Daniel Ljunggren,236,Artifact,{T}: Add {W} or {U} to your mana pool.\n{W}{U}: Azorius Keyrune becomes a 2/2 white and blue Bird artifact creature with flying until end of turn.,"RTR,C13"
Basalt Monolith,,Yeong-Hao Han,237,Artifact,Basalt Monolith doesn't untap during your untap step.\n{T}: Add {3} to your mana pool.
{3}: Untap Basalt Monolith.,"LEA,LEB,2ED,CED,CEI,3ED,ME4,C13,C15"
Carnage Altar,,James Paick,238,Artifact,"{3}, Sacrifice a creature: Draw a card.","ZEN,C13"
Conjurer's Closet,,Jason Felix,239,Artifact,"At the beginning of your end step, you may exile target creature you control, then return that card to the battlefield under your control.","AVR,C13"
Crawlspace,,Franz Vohwinkel,240,Artifact,No more than two creatures can attack you each combat.,"ULG,C13"
Darksteel Ingot,,Martina Pilcerova,241,Artifact,Indestructible\n{T}: Add one mana of any color to your mana pool.,"pARL,DST,CMD,M14,C13,C15"
Druidic Satchel,,Matt Stewart,242,Artifact,"{2}, {T}: Reveal the top card of your library. If it's a creature card, put a 1/1 green Saproling creature token onto the battlefield. If it's a land card, put that card onto the battlefield under your control. If it's a noncreature, nonland card, you gain 2 life.","M12,C13"
Eye of Doom,,Yeong-Hao Han,243,Artifact,"When Eye of Doom enters the battlefield, each player chooses a nonland permanent and puts a doom counter on it.\n{2}, {T}, Sacrifice Eye of Doom: Destroy each permanent with a doom counter on it.",C13
Jar of Eyeballs,,Jaime Jones,244,Artifact,"Whenever a creature you control dies, put two eyeball counters on Jar of Eyeballs.\n{3}, {T}, Remove all eyeball counters from Jar of Eyeballs: Look at the top X cards of your library, where X is the number of eyeball counters removed this way. Put one of them into your hand and the rest on the bottom of your library in any order.","DKA,C13"
Leonin Bladetrap,,Randy Gallegos,245,Artifact,"Flash (You may cast this spell any time you could cast an instant.)\n{2}, Sacrifice Leonin Bladetrap: Leonin Bladetrap deals 2 damage to each attacking creature without flying.","MRD,C13"
Mirari,,Donato Giancola,246,Legendary Artifact,"Whenever you cast an instant or sorcery spell, you may pay {3}. If you do, copy that spell. You may choose new targets for the copy.","ODY,TSB,V10,C13"
Myr Battlesphere,,Franz Vohwinkel,247,Artifact Creature — Myr Construct,"When Myr Battlesphere enters the battlefield, put four 1/1 colorless Myr artifact creature tokens onto the battlefield.\nWhenever Myr Battlesphere attacks, you may tap X untapped Myr you control. If you do, Myr Battlesphere gets +X/+0 until end of turn and deals X damage to defending player.","SOM,C13,C14"
Nevinyrral's Disk,,Steve Argyle,248,Artifact,"Nevinyrral's Disk enters the battlefield tapped.\n{1}, {T}: Destroy all artifacts, creatures, and enchantments.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,MED,V10,C13,VMA,C14"
Nihil Spellbomb,,Franz Vohwinkel,249,Artifact,"{T}, Sacrifice Nihil Spellbomb: Exile all cards from target player's graveyard.\nWhen Nihil Spellbomb is put into a graveyard from the battlefield, you may pay {B}. If you do, draw a card.","SOM,C13"
Obelisk of Esper,,Francis Tsai,250,Artifact,"{T}: Add {W}, {U}, or {B} to your mana pool.","ALA,ARC,C13"
Obelisk of Grixis,,Nils Hamm,251,Artifact,"{T}: Add {U}, {B}, or {R} to your mana pool.","ALA,DDH,C13"
Obelisk of Jund,,Brandon Kitkouski,252,Artifact,"{T}: Add {B}, {R}, or {G} to your mana pool.","ALA,C13"
Pilgrim's Eye,,Dan Scott,253,Artifact Creature — Thopter,"Flying\nWhen Pilgrim's Eye enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.","WWK,DDI,C13,C14,BFZ"
Plague Boiler,,Mark Tedin,254,Artifact,"At the beginning of your upkeep, put a plague counter on Plague Boiler.\n{1}{B}{G}: Put a plague counter on Plague Boiler or remove a plague counter from it.
When Plague Boiler has three or more plague counters on it, sacrifice it. If you do, destroy all nonland permanents.","RAV,C13"
Pristine Talisman,,Matt Cavotta,255,Artifact,{T}: Add {1} to your mana pool. You gain 1 life.,"pMGD,NPH,C13,C14"
Seer's Sundial,,Franz Vohwinkel,256,Artifact,"Landfall — Whenever a land enters the battlefield under your control, you may pay {2}. If you do, draw a card.","WWK,C13,C14,DDP,C15"
Selesnya Signet,,Raoul Vitale,257,Artifact,"{1}, {T}: Add {G}{W} to your mana pool.","RAV,CMD,C13"
Simic Signet,,Mike Sass,258,Artifact,"{1}, {T}: Add {G}{U} to your mana pool.","DIS,CMD,C13,C15"
Sol Ring,,Mike Bierek,259,Artifact,{T}: Add {2} to your mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,pJGP,V10,ME4,CMD,C13,VMA,C14,C15"
Spine of Ish Sah,,Daniel Ljunggren,260,Artifact,"When Spine of Ish Sah enters the battlefield, destroy target permanent.\nWhen Spine of Ish Sah is put into a graveyard from the battlefield, return Spine of Ish Sah to its owner's hand.","MBS,C13,C14"
Sun Droplet,,Greg Hildebrandt,261,Artifact,"Whenever you're dealt damage, put that many charge counters on Sun Droplet.\nAt the beginning of each upkeep, you may remove a charge counter from Sun Droplet. If you do, you gain 1 life.","MRD,ARC,C13"
Surveyor's Scope,,Daniel Ljunggren,262,Artifact,"{T}, Exile Surveyor's Scope: Search your library for up to X basic land cards, where X is the number of players who control at least two more lands than you. Put those cards onto the battlefield, then shuffle your library.",C13
Swiftfoot Boots,,Svetlin Velinov,263,Artifact — Equipment,Equipped creature has hexproof and haste.\nEquip {1},"M12,C13,C14,C15"
Sword of the Paruns,,Greg Hildebrandt,264,Artifact — Equipment,"As long as equipped creature is tapped, tapped creatures you control get +2/+0.\nAs long as equipped creature is untapped, untapped creatures you control get +0/+2.
{3}: You may tap or untap equipped creature.
Equip {3}","GPT,C13"
Temple Bell,,Mark Tedin,265,Artifact,{T}: Each player draws a card.,"M11,C13"
Thousand-Year Elixir,,Richard Sardinha,266,Artifact,"You may activate abilities of creatures you control as though those creatures had haste.\n{1}, {T}: Untap target creature.","LRW,C13"
Thunderstaff,,Cliff Childs,267,Artifact,"As long as Thunderstaff is untapped, if a creature would deal combat damage to you, prevent 1 of that damage.\n{2}, {T}: Attacking creatures get +1/+0 until end of turn.","DST,ARC,C13"
Tower of Fortunes,,Matt Cavotta,268,Artifact,"{8}, {T}: Draw four cards.","MRD,C13"
Viseling,,Kev Walker,269,Artifact Creature — Construct,"At the beginning of each opponent's upkeep, Viseling deals X damage to that player, where X is the number of cards in his or her hand minus 4.","NMS,C13"
Wayfarer's Bauble,,Darrell Riche,270,Artifact,"{2}, {T}, Sacrifice Wayfarer's Bauble: Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.","5DN,DDI,C13,C14,MM2,C15"
Well of Lost Dreams,,Jeff Miracola,271,Artifact,"Whenever you gain life, you may pay {X}, where X is less than or equal to the amount of life you gained. If you do, draw X cards.","DST,C13"
Akoum Refuge,,Fred Fields,272,Land,"Akoum Refuge enters the battlefield tapped.\nWhen Akoum Refuge enters the battlefield, you gain 1 life.
{T}: Add {B} or {R} to your mana pool.","ZEN,CMD,DDK,C13,DDP"
Arcane Sanctum,,Anthony Francisco,273,Land,"Arcane Sanctum enters the battlefield tapped.\n{T}: Add {W}, {U}, or {B} to your mana pool.","ALA,C13"
Azorius Chancery,,John Avon,274,Land,"Azorius Chancery enters the battlefield tapped.\nWhen Azorius Chancery enters the battlefield, return a land you control to its owner's hand.
{T}: Add {W}{U} to your mana pool.","DIS,CMD,DDI,C13,MM2"
Azorius Guildgate,,Drew Baker,275,Land — Gate,Azorius Guildgate enters the battlefield tapped.\n{T}: Add {W} or {U} to your mana pool.,"RTR,DGM,C13"
Bant Panorama,,Donato Giancola,276,Land,"{T}: Add {1} to your mana pool.\n{1}, {T}, Sacrifice Bant Panorama: Search your library for a basic Forest, Plains, or Island card and put it onto the battlefield tapped. Then shuffle your library.","ALA,C13"
Barren Moor,,Heather Hudson,277,Land,"Barren Moor enters the battlefield tapped.\n{T}: Add {B} to your mana pool.
Cycling {B} ({B}, Discard this card: Draw a card.)","ONS,DDC,ARC,CMD,DDJ,C13,VMA,C14,DD3_DVD,C15"
Bojuka Bog,,Howard Lyon,278,Land,"Bojuka Bog enters the battlefield tapped.\nWhen Bojuka Bog enters the battlefield, exile all cards from target player's graveyard.
{T}: Add {B} to your mana pool.","WWK,CMD,C13,C14"
Boros Garrison,,John Avon,279,Land,"Boros Garrison enters the battlefield tapped.\nWhen Boros Garrison enters the battlefield, return a land you control to its owner's hand.
{T}: Add {R}{W} to your mana pool.","RAV,HOP,CMD,C13,MM2,C15"
Boros Guildgate,,Noah Bradley,280,Land — Gate,Boros Guildgate enters the battlefield tapped.\n{T}: Add {R} or {W} to your mana pool.,"GTC,DGM,DDL,C13,C15"
Command Tower,,Ryan Yee,281,Land,{T}: Add to your mana pool one mana of any color in your commander's color identity.,"pJGP,CMD,CM1,C13,C15"
Contested Cliffs,,Anthony S. Waters,282,Land,"{T}: Add {1} to your mana pool.\n{R}{G}, {T}: Target Beast creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)","ONS,C13"
Crumbling Necropolis,,Dave Kendall,283,Land,"Crumbling Necropolis enters the battlefield tapped.\n{T}: Add {U}, {B}, or {R} to your mana pool.","ALA,DDH,C13"
Dimir Guildgate,,Cliff Childs,284,Land — Gate,Dimir Guildgate enters the battlefield tapped.\n{T}: Add {U} or {B} to your mana pool.,"GTC,DGM,C13"
