name,cost,artist,number,type,text,printings
Forest,,Christopher Rush,,Basic Land — Forest,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,EVG,SHM,ALA,M10,HOP,ME3,ZEN,DDD,H09,DDE,ROE,DPA,ARC,M11,SOM,MBS,DDG,NPH,CMD,M12,DDH,ISD,AVR,PC2,M13,DDJ,RTR,M14,DDL,THS,C13,DDM,M15,KTK,C14,DD3_EVG,DD3_GVL,FRF,DDO,DTK,TPR,ORI,DDP,BFZ,C15"
Fortified Area,,Randy Asplund-Faith,,Enchantment,"Wall creatures you control get +1/+0 and have banding. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","LEG,4ED"
Frozen Shade,,Douglas Shuler,,Creature — Shade,{B}: Frozen Shade gets +1/+1 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Fungusaur,,Daniel Gelon,,Creature — Fungus Lizard,"Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,8ED"
Gaea's Liege,,Dameon Willich,,Creature — Avatar,"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.\n{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.","LEA,LEB,2ED,CED,CEI,3ED,4ED,TSB"
Gaseous Form,,Phil Foglio,,Enchantment — Aura,Enchant creature\nPrevent all combat damage that would be dealt to and dealt by enchanted creature.,"LEG,4ED,5ED,TMP,6ED,BTD,TPR"
Ghost Ship,,Tom Wänerstrand,,Creature — Spirit,Flying\n{U}{U}{U}: Regenerate Ghost Ship.,"DRK,4ED,TSB"
Giant Growth,,Sandra Everingham,,Instant,Target creature gets +3/+3 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,ATH,6ED,BRB,pSUS,pFNM,S00,BTD,7ED,pMPR,DKM,8ED,9ED,10E,EVG,ME2,M10,ME3,DDD,DPA,M11,ME4,RTR,M14,DD3_EVG,DD3_GVL"
Giant Spider,,Sandra Everingham,,Creature — Spider,Reach (This creature can block creatures with flying.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,POR,ATH,6ED,7ED,8ED,9ED,10E,M10,DPA,M11,M12,M14"
Giant Strength,,Justin Hampton,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/+2.,"LEG,4ED,5ED,TMP,6ED,VMA"
Giant Tortoise,,Kaja Foglio,,Creature — Turtle,Giant Tortoise gets +0/+3 as long as it's untapped.,"ARN,4ED,MED,ME4"
Glasses of Urza,,Douglas Shuler,,Artifact,{T}: Look at target player's hand.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,ME4"
Gloom,,Dan Frazier,,Enchantment,White spells cost {3} more to cast.\nActivated abilities of white enchantments cost {3} more to activate.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Goblin Balloon Brigade,,Andi Rusu,,Creature — Goblin Warrior,{R}: Goblin Balloon Brigade gains flying until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ATH,9ED,M11"
Goblin King,,Jesper Myrfors,,Creature — Goblin,Other Goblin creatures get +1/+1 and have mountainwalk. (They can't be blocked as long as defending player controls a Mountain.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,6ED,7ED,8ED,9ED,10E"
Goblin Rock Sled,,Dennis Detwiller,,Creature — Goblin,Trample\nGoblin Rock Sled doesn't untap during your untap step if it attacked during your last turn.
Goblin Rock Sled can't attack unless defending player controls a Mountain.,"DRK,4ED"
Grapeshot Catapult,,Dan Frazier,,Artifact Creature — Construct,{T}: Grapeshot Catapult deals 1 damage to target creature with flying.,"ATQ,4ED,5ED,7ED,ME4"
Gray Ogre,,Dan Frazier,,Creature — Ogre,,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Greed,,Phil Foglio,,Enchantment,"{B}, Pay 2 life: Draw a card.","LEG,4ED,6ED,7ED,C13"
Green Mana Battery,,Christopher Rush,,Artifact,"{2}, {T}: Put a charge counter on Green Mana Battery.\n{T}, Remove any number of charge counters from Green Mana Battery: Add {G} to your mana pool, then add an additional {G} to your mana pool for each charge counter removed this way.","LEG,4ED"
Green Ward,,Dan Frazier,,Enchantment — Aura,Enchant creature\nEnchanted creature has protection from green. This effect doesn't remove Green Ward.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Grizzly Bears,,Jeff A. Menges,,Creature — Bear,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,6ED,S99,7ED,8ED,9ED,10E"
Healing Salve,,Dan Frazier,,Instant,Choose one —\n• Target player gains 3 life.
• Prevent the next 3 damage that would be dealt to target creature or player this turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,MIR,ITP,5ED,USG,6ED,BRB,7ED,8ED,DDC,ME4,DD3_DVD"
Helm of Chatzuk,,Mark Tedin,,Artifact,"{1}, {T}: Target creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Hill Giant,,Dan Frazier,,Creature — Giant,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,7ED,8ED,9ED,10E,DPA"
Holy Armor,,Melissa A. Benson,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +0/+2.
{W}: Enchanted creature gets +0/+1 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Holy Strength,,Anson Maddocks,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +1/+2.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,7ED,8ED,9ED,10E,M10,M11"
Howl from Beyond,,Mark Poole,,Instant,Target creature gets +X/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,6ED,7ED,ME4"
Howling Mine,,Mark Poole,,Artifact,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,9ED,10E,M10,CMD"
Hurkyl's Recall,,NéNé Thomas,,Instant,Return all artifacts target player owns to his or her hand.,"ATQ,3ED,4ED,5ED,10E,MM2"
Hurloon Minotaur,,Anson Maddocks,,Creature — Minotaur,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME3"
Hurr Jackal,,Drew Tucker,,Creature — Hound,{T}: Target creature can't be regenerated this turn.,"ARN,4ED"
Hurricane,,Dameon Willich,,Sorcery,Hurricane deals X damage to each creature with flying and each player.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,POR,PO2,ATH,6ED,BRB,7ED,DKM,10E"
Hypnotic Specter,,Douglas Shuler,,Creature — Specter,"Flying\nWhenever Hypnotic Specter deals damage to an opponent, that player discards a card at random.","LEA,LEB,2ED,CED,CEI,3ED,4ED,ATH,pMPR,9ED,10E,M10"
Immolation,,Scott Kirschner,,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/-2.,"LEG,4ED,ME3"
Inferno,,Randy Asplund-Faith,,Instant,Inferno deals 6 damage to each creature and each player.,"DRK,4ED,5ED,6ED,7ED,8ED"
Instill Energy,,Dameon Willich,,Enchantment — Aura,Enchant creature\nEnchanted creature can attack as though it had haste.
{0}: Untap enchanted creature. Activate this ability only during your turn and only once each turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Iron Star,,Dan Frazier,,Artifact,"Whenever a player casts a red spell, you may pay {1}. If you do, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED"
Ironclaw Orcs,,Anson Maddocks,,Creature — Orc,Ironclaw Orcs can't block creatures with power 2 or greater.,"LEA,LEB,2ED,CED,CEI,4ED,RQS,ITP,5ED,ME2"
Ironroot Treefolk,,Jesper Myrfors,,Creature — Treefolk,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Island,,Mark Poole,,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15"
Island,,Mark Poole,,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15"
Island,,Mark Poole,,Basic Land — Island,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,DDF,SOM,MBS,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,M14,THS,C13,DDM,M15,DDN,KTK,C14,DD3_JVC,FRF,DDO,DTK,TPR,ORI,BFZ,C15"
Island Fish Jasconius,,Jesper Myrfors,,Creature — Fish,"Island Fish Jasconius doesn't untap during your untap step.\nAt the beginning of your upkeep, you may pay {U}{U}{U}. If you do, untap Island Fish Jasconius.
Island Fish Jasconius can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Island Fish Jasconius.","ARN,3ED,4ED"
Island Sanctuary,,Mark Poole,,Enchantment,"If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Ivory Cup,,Anson Maddocks,,Artifact,"Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED"
Ivory Tower,,Margaret Organ-Kean,,Artifact,"At the beginning of your upkeep, you gain X life, where X is the number of cards in your hand minus 4.","ATQ,3ED,4ED,MED,V10,VMA"
Jade Monolith,,Anson Maddocks,,Artifact,"{1}: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,ME4"
Jandor's Saddlebags,,Dameon Willich,,Artifact,"{3}, {T}: Untap target creature.","ARN,3ED,4ED,5ED,7ED"
Jayemdae Tome,,Mark Tedin,,Artifact,"{4}, {T}: Draw a card.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,10E,M13,ORI"
Jump,,Mark Poole,,Instant,Target creature gains flying until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,M10"
Junún Efreet,,Christopher Rush,,Creature — Efreet,"Flying\nAt the beginning of your upkeep, sacrifice Junún Efreet unless you pay {B}{B}.","ARN,4ED,ME4"
Karma,,Richard Thomas,,Enchantment,"At the beginning of each player's upkeep, Karma deals damage to that player equal to the number of Swamps he or she controls.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,8ED"
Keldon Warlord,,Kev Brockschmidt,,Creature — Human Barbarian,Keldon Warlord's power and toughness are each equal to the number of non-Wall creatures you control.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED"
Killer Bees,,Phil Foglio,,Creature — Insect,Flying\n{G}: Killer Bees gets +1/+1 until end of turn.,"LEG,4ED,5ED,ME3"
Kismet,,Kaja Foglio,,Enchantment,"Artifacts, creatures, and lands played by your opponents enter the battlefield tapped.","LEG,4ED,5ED,6ED,ME4"
Kormus Bell,,Christopher Rush,,Artifact,All Swamps are 1/1 black creatures that are still lands.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ME4"
Land Leeches,,Quinton Hoover,,Creature — Leech,First strike,"DRK,4ED"
Land Tax,,Brian Snõddy,,Enchantment,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, and put them into your hand. If you do, shuffle your library.","LEG,4ED,pJGP,BRB,ME3"
Leviathan,,Mark Tedin,,Creature — Leviathan,"Trample\nLeviathan enters the battlefield tapped and doesn't untap during your untap step.
At the beginning of your upkeep, you may sacrifice two Islands. If you do, untap Leviathan.
Leviathan can't attack unless you sacrifice two Islands. (This cost is paid as attackers are declared.)","DRK,4ED,5ED,BTD,TSB"
Ley Druid,,Sandra Everingham,,Creature — Human Druid,{T}: Untap target land.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,9ED"
Library of Leng,,Daniel Gelon,,Artifact,"You have no maximum hand size.\nIf an effect causes you to discard a card, discard it, but you may put it on top of your library instead of into your graveyard.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Lifeforce,,Dameon Willich,,Enchantment,{G}{G}: Counter target black spell.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Lifelace,,Amy Weber,,Instant,Target spell or permanent becomes green. (Mana symbols on that permanent remain unchanged.),"LEA,LEB,2ED,CED,CEI,3ED,4ED"
Lifetap,,Anson Maddocks,,Enchantment,"Whenever a Forest an opponent controls becomes tapped, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Lightning Bolt,,Christopher Rush,,Instant,Lightning Bolt deals 3 damage to target creature or player.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,pJGP,ATH,BTD,pMPR,MED,M10,M11,PD2,MM2"
Living Artifact,,Anson Maddocks,,Enchantment — Aura,"Enchant artifact\nWhenever you're dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Living Lands,,Jesper Myrfors,,Enchantment,All Forests are 1/1 creatures that are still lands.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,ME4"
Llanowar Elves,,Anson Maddocks,,Creature — Elf Druid,{T}: Add {G} to your mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,6ED,BRB,pFNM,S00,BTD,7ED,9ED,pGTW,10E,EVG,M10,M11,M12,C14,DD3_EVG"
Lord of Atlantis,,Melissa A. Benson,,Creature — Merfolk,Other Merfolk creatures get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,pSUS,7ED,TSB"
Lord of the Pit,,Mark Tedin,,Creature — Demon,"Flying, trample\nAt the beginning of your upkeep, sacrifice a creature other than Lord of the Pit. If you can't, Lord of the Pit deals 7 damage to you.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,10E,DDC,DD3_DVD"
Lost Soul,,Randy Asplund-Faith,,Creature — Spirit Minion,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),"LEG,4ED,RQS,ITP,5ED,6ED"
Lure,,Anson Maddocks,,Enchantment — Aura,Enchant creature\nAll creatures able to block enchanted creature do so.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,6ED,MMQ,7ED,8ED,CHK,10E,M12"
Magical Hack,,Julie Baroh,,Instant,"Change the text of target spell or permanent by replacing all instances of one basic land type with another. (For example, you may change "swampwalk" to "plainswalk." This effect lasts indefinitely.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED"
Magnetic Mountain,,Susan Van Camp,,Enchantment,"Blue creatures don't untap during their controllers' untap steps.\nAt the beginning of each player's upkeep, that player may choose any number of tapped blue creatures he or she controls and pay {4} for each creature chosen this way. If the player does, untap those creatures.","ARN,3ED,4ED"
Mahamoti Djinn,,Dan Frazier,,Creature — Djinn,Flying (This creature can't be blocked except by creatures with flying or reach.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,BTD,7ED,8ED,9ED,10E,DPA,ME4,M15,ORI"
Mana Clash,,Mark Tedin,,Sorcery,You and target opponent each flip a coin. Mana Clash deals 1 damage to each player whose coin comes up tails. Repeat this process until both players' coins come up heads on the same flip.,"DRK,4ED,5ED,7ED,8ED,9ED"
Mana Flare,,Christopher Rush,,Enchantment,"Whenever a player taps a land for mana, that player adds one mana to his or her mana pool of any type that land produced.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED"
Mana Short,,Dameon Willich,,Instant,Tap all lands target player controls and empty his or her mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,6ED,7ED"
Mana Vault,,Mark Tedin,,Artifact,"Mana Vault doesn't untap during your untap step.\nAt the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.
At the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.
{T}: Add {3} to your mana pool.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4,VMA"
Manabarbs,,Christopher Rush,,Enchantment,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,10E,M10,M12"
Marsh Gas,,Douglas Shuler,,Instant,All creatures get -2/-0 until end of turn.,"DRK,4ED"
Marsh Viper,,Ron Spencer,,Creature — Snake,"Whenever Marsh Viper deals damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)","DRK,4ED,5ED"
Meekstone,,Quinton Hoover,,Artifact,Creatures with power 3 or greater don't untap during their controllers' untap steps.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED"
Merfolk of the Pearl Trident,,Jeff A. Menges,,Creature — Merfolk,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,6ED,S99,S00,7ED,M13"
Mesa Pegasus,,Melissa A. Benson,,Creature — Pegasus,"Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,MED"
Millstone,,Kaja Foglio,,Artifact,"{2}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.","ATQ,3ED,4ED,5ED,6ED,7ED,8ED,9ED,10E,M14"
Mind Bomb,,Mark Tedin,,Sorcery,Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.,"DRK,4ED,5ED"
Mind Twist,,Julie Baroh,,Sorcery,Target player discards X cards at random.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ME3"
Mishra's Factory,,Kaja & Phil Foglio,,Land,{T}: Add {1} to your mana pool.\n{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.,"ATQ,4ED,pJGP,MED,DDF"
Mishra's War Machine,,Amy Weber,,Artifact Creature — Juggernaut,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)\nAt the beginning of your upkeep, Mishra's War Machine deals 3 damage to you unless you discard a card. If Mishra's War Machine deals damage to you this way, tap it.","ATQ,3ED,4ED"
Mons's Goblin Raiders,,Jeff A. Menges,,Creature — Goblin,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,S99,S00"
Morale,,Mark Poole,,Instant,Attacking creatures get +1/+1 until end of turn.,"DRK,4ED"
Mountain,,Douglas Shuler,,Basic Land — Mountain,,"LEA,LEB,2ED,ARN,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,EVG,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,SOM,PD2,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,DDK,M14,DDL,THS,C13,M15,DDN,KTK,C14,DD3_EVG,DD3_JVC,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Mountain,,Douglas Shuler,,Basic Land — Mountain,,"LEA,LEB,2ED,ARN,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,EVG,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,SOM,PD2,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,DDK,M14,DDL,THS,C13,M15,DDN,KTK,C14,DD3_EVG,DD3_JVC,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Mountain,,Douglas Shuler,,Basic Land — Mountain,,"LEA,LEB,2ED,ARN,CED,CEI,3ED,4ED,ICE,RQS,pARL,MIR,ITP,5ED,POR,TMP,pJGP,PO2,UGL,pALP,USG,ATH,6ED,PTK,S99,pGRU,MMQ,BRB,pELP,S00,BTD,INV,7ED,ODY,DKM,ONS,8ED,MRD,CHK,UNH,9ED,RAV,CST,TSP,10E,MED,LRW,EVG,SHM,ALA,DD2,M10,HOP,ME3,ZEN,H09,DDE,ROE,DPA,ARC,M11,SOM,PD2,MBS,DDG,NPH,CMD,M12,DDH,ISD,DDI,AVR,PC2,M13,DDJ,RTR,DDK,M14,DDL,THS,C13,M15,DDN,KTK,C14,DD3_EVG,DD3_JVC,FRF,DTK,TPR,ORI,DDP,BFZ,C15"
Murk Dwellers,,Drew Tucker,,Creature — Zombie,"Whenever Murk Dwellers attacks and isn't blocked, it gets +2/+0 until end of combat.","DRK,4ED,RQS,ITP,5ED"
Nafs Asp,,Christopher Rush,,Creature — Snake,"Whenever Nafs Asp deals damage to a player, that player loses 1 life at the beginning of his or her next draw step unless he or she pays {1} before that draw step.","ARN,4ED"
Nether Shadow,,Christopher Rush,,Creature — Spirit,"Haste\nAt the beginning of your upkeep, if Nether Shadow is in your graveyard with three or more creature cards above it, you may put Nether Shadow onto the battlefield.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED"
Nevinyrral's Disk,,Mark Tedin,,Artifact,"Nevinyrral's Disk enters the battlefield tapped.\n{1}, {T}: Destroy all artifacts, creatures, and enchantments.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,MED,V10,C13,VMA,C14"
Nightmare,,Melissa A. Benson,,Creature — Nightmare Horse,Flying (This creature can't be blocked except by creatures with flying or reach.)\nNightmare's power and toughness are each equal to the number of Swamps you control.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,8ED,9ED,10E,M10,M14,M15,ORI"
Northern Paladin,,Douglas Shuler,,Creature — Human Knight,"{W}{W}, {T}: Destroy target black permanent.","LEA,LEB,2ED,CED,CEI,3ED,4ED,7ED"
Oasis,,Brian Snõddy,,Land,{T}: Prevent the next 1 damage that would be dealt to target creature this turn.,"ARN,4ED,ME4"
Obsianus Golem,,Jesper Myrfors,,Artifact Creature — Golem,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,6ED,S00,ME4"
Onulet,,Anson Maddocks,,Artifact Creature — Construct,"When Onulet dies, you gain 2 life.","ATQ,3ED,4ED,MED,ME4"
Orcish Artillery,,Anson Maddocks,,Creature — Orc Warrior,{T}: Orcish Artillery deals 2 damage to target creature or player and 3 damage to you.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,9ED,10E"
Orcish Oriflamme,,Dan Frazier,,Enchantment,Attacking creatures you control get +1/+0.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,S00,7ED"
Ornithopter,,Amy Weber,,Artifact Creature — Thopter,Flying (This creature can't be blocked except by creatures with flying or reach.),"ATQ,3ED,4ED,5ED,6ED,MRD,9ED,10E,M10,M11,M15"
Osai Vultures,,Dan Frazier,,Creature — Bird,"Flying\nAt the beginning of each end step, if a creature died this turn, put a carrion counter on Osai Vultures.
Remove two carrion counters from Osai Vultures: Osai Vultures gets +1/+1 until end of turn.","LEG,4ED,ME4"
Paralyze,,Anson Maddocks,,Enchantment — Aura,"Enchant creature\nWhen Paralyze enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
At the beginning of the upkeep of enchanted creature's controller, that player may pay {4}. If he or she does, untap the creature.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,MED,VMA"
Pearled Unicorn,,Cornelius Brudi,,Creature — Unicorn,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED"
Personal Incarnation,,Kev Brockschmidt,,Creature — Avatar Incarnation,"{0}: The next 1 damage that would be dealt to Personal Incarnation this turn is dealt to its owner instead. Any player may activate this ability, but only if he or she owns Personal Incarnation.\nWhen Personal Incarnation dies, its owner loses half his or her life, rounded up.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Pestilence,,Jesper Myrfors,,Enchantment,"At the beginning of the end step, if no creatures are on the battlefield, sacrifice Pestilence.\n{B}: Pestilence deals 1 damage to each creature and each player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,USG,6ED,BRB"
Phantasmal Forces,,Mark Poole,,Creature — Illusion,"Flying\nAt the beginning of your upkeep, sacrifice Phantasmal Forces unless you pay {U}.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ME4"
Phantasmal Terrain,,Dameon Willich,,Enchantment — Aura,"Enchant land\nAs Phantasmal Terrain enters the battlefield, choose a basic land type.
Enchanted land is the chosen type.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,INV,ME4"
Phantom Monster,,Jesper Myrfors,,Creature — Illusion,Flying,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ITP,5ED,MED"
