name,cost,artist,number,type,text,printings
Phyrexian Rager,,Mark Tedin,167,Creature — Horror,"When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.","pMEI,APC,10E,DDD,MBS,DD3_GVL,C15"
Plague Beetle,,Tom Fleming,168,Creature — Insect,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),"ULG,7ED,8ED,9ED,10E"
Plague Wind,,Alan Pollack,169,Sorcery,Destroy all creatures you don't control. They can't be regenerated.,"PCY,8ED,9ED,10E"
Rain of Tears,,Eric Peterson,170,Sorcery,Destroy target land.,"POR,TMP,MMQ,10E"
Ravenous Rats,,Carl Critchlow,171,Creature — Rat,"When Ravenous Rats enters the battlefield, target opponent discards a card.","PO2,UDS,S99,INV,8ED,9ED,10E,DDD,DPA,M13,DDJ,DD3_GVL"
Recover,,Nelson DeCastro,172,Sorcery,Return target creature card from your graveyard to your hand.\nDraw a card.,"INV,10E"
Relentless Rats,,Thomas M. Baxa,173,Creature — Rat,Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.\nA deck can have any number of cards named Relentless Rats.,"5DN,10E,M10,M11"
Royal Assassin,,Mark Zug,174,Creature — Human Assassin,{T}: Destroy target tapped creature.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,pSUS,8ED,9ED,10E,M10,M11,M12"
Scathe Zombies,,Kev Walker,175,Creature — Zombie,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ITP,5ED,6ED,S99,S00,7ED,8ED,9ED,10E"
Sengir Vampire,,Kev Walker,176,Creature — Vampire,"Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.","LEA,LEB,2ED,CED,CEI,3ED,4ED,BRB,BTD,TOR,9ED,10E,DPA,ME4,M12,DDK,M14,M15,ORI"
Severed Legion,,Dany Orizio,177,Creature — Zombie,Fear (This creature can't be blocked except by artifact creatures and/or black creatures.),"ONS,8ED,10E,DPA"
Sleeper Agent,,Randy Gallegos,178,Creature — Minion,"When Sleeper Agent enters the battlefield, target opponent gains control of it.\nAt the beginning of your upkeep, Sleeper Agent deals 2 damage to you.","USG,10E"
Soul Feast,,Adam Rex,179,Sorcery,Target player loses 4 life and you gain 4 life.,"UDS,S99,7ED,8ED,9ED,10E"
Spineless Thug,,Matthew D. Wilson,180,Creature — Zombie Mercenary,Spineless Thug can't block.,"NMS,7ED,8ED,9ED,10E"
Stronghold Discipline,,Daarken,181,Sorcery,Each player loses 1 life for each creature he or she controls.,"NMS,10E,CNS"
Terror,,Adam Rex,182,Instant,"Destroy target nonartifact, nonblack creature. It can't be regenerated.","LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,ATH,6ED,BRB,pFNM,S00,BTD,pMPR,MRD,10E,DPA,ME4"
Thrull Surgeon,,rk post,183,Creature — Thrull,"{1}{B}, Sacrifice Thrull Surgeon: Look at target player's hand and choose a card from it. That player discards that card. Activate this ability only any time you could cast a sorcery.","EXO,10E,TPR"
Underworld Dreams,,Carl Critchlow,184,Enchantment,"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to him or her.","LEG,8ED,9ED,p2HG,10E,M10,DPA"
Unholy Strength,,Terese Nielsen,185,Enchantment — Aura,Enchant creature\nEnchanted creature gets +2/+1.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,7ED,8ED,9ED,10E,DDC,M10,DPA,M11,DD3_DVD"
Vampire Bats,,Chippy,186,Creature — Bat,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{B}: Vampire Bats gets +1/+0 until end of turn. Activate this ability no more than twice each turn.,"LEG,4ED,RQS,ITP,5ED,10E,DDD,DD3_GVL"
Anaba Bodyguard,,Greg Staples,187,Creature — Minotaur,First strike (This creature deals combat damage before creatures without first strike.),"HML,6ED,10E"
Arcane Teachings,,Dan Dos Santos,188,Enchantment — Aura,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets +2/+2 and has "{T}: This creature deals 1 damage to target creature or player.","JUD,10E"
Beacon of Destruction,,Greg Hildebrandt,189,Instant,Beacon of Destruction deals 5 damage to target creature or player. Shuffle Beacon of Destruction into its owner's library.,"5DN,10E"
Blaze,,Alex Horley-Orlandelli,190,Sorcery,Blaze deals X damage to target creature or player.,"POR,PO2,6ED,PTK,7ED,8ED,9ED,10E,HOP,DPA"
Bloodfire Colossus,,Greg Staples,191,Creature — Giant,"{R}, Sacrifice Bloodfire Colossus: Bloodfire Colossus deals 6 damage to each creature and each player.","APC,9ED,10E,DDI"
Bloodrock Cyclops,,Alex Horley-Orlandelli,192,Creature — Cyclops,Bloodrock Cyclops attacks each turn if able.,"WTH,BTD,10E"
Bogardan Firefiend,,Terese Nielsen,193,Creature — Elemental Spirit,"When Bogardan Firefiend dies, it deals 2 damage to target creature.","WTH,10E,HOP"
Cone of Flame,,Chippy,194,Sorcery,"Cone of Flame deals 1 damage to target creature or player, 2 damage to another target creature or player, and 3 damage to a third target creature or player.","WTH,10E,DD2,HOP,DDG,M15,DD3_JVC"
Cryoclasm,,Zoltan Boros & Gabor Szikszai,195,Sorcery,Destroy target Plains or Island. Cryoclasm deals 3 damage to that land's controller.,"CSP,10E"
Demolish,,Gary Ruddell,196,Sorcery,Destroy target artifact or land.,"ODY,8ED,9ED,10E,ZEN,M11,AVR,M14,THS,ORI"
Dragon Roost,,Jim Pavelec,197,Enchantment,{5}{R}{R}: Put a 5/5 red Dragon creature token with flying onto the battlefield. (It can't be blocked except by creatures with flying or reach.),"ONS,10E"
Duct Crawler,,Stephen Daniele,198,Creature — Insect,{1}{R}: Target creature can't block Duct Crawler this turn.,"STH,10E"
Earth Elemental,,Anthony S. Waters,199,Creature — Elemental,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,S99,10E,DPA"
Firebreathing,,Aleksi Briclot,200,Enchantment — Aura,Enchant creature\n{R}: Enchanted creature gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,MIR,5ED,6ED,9ED,10E,M10,M12"
Fists of the Anvil,,Pete Venters,201,Instant,Target creature gets +4/+0 until end of turn.,"MRD,10E"
Flamewave Invoker,,Dave Dorman,202,Creature — Goblin Mutant,{7}{R}: Flamewave Invoker deals 5 damage to target player.,"LGN,10E,EVG,DD2,DD3_EVG,DD3_JVC"
Flowstone Slide,,Chippy,203,Sorcery,All creatures get +X/-X until end of turn.,"NMS,9ED,10E"
Furnace of Rath,,John Matson,204,Enchantment,"If a source would deal damage to a creature or player, it deals double that damage to that creature or player instead.","TMP,8ED,9ED,10E,HOP,DPA"
Furnace Whelp,,Matt Cavotta,205,Creature — Dragon,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Furnace Whelp gets +1/+0 until end of turn.,"5DN,10E,DD2,ARC,CMD,M13,M15,DD3_JVC"
Goblin Elite Infantry,,Robert Bliss,206,Creature — Goblin Warrior,"Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.","MIR,6ED,7ED,10E"
Goblin King,,Ron Spears,207,Creature — Goblin,Other Goblin creatures get +1/+1 and have mountainwalk. (They can't be blocked as long as defending player controls a Mountain.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,6ED,7ED,8ED,9ED,10E"
Goblin Lore,,D. Alexander Gregory,208,Sorcery,"Draw four cards, then discard three cards at random.","PO2,S99,10E"
Goblin Piker,,DiTerlizzi,209,Creature — Goblin Warrior,,"PO2,9ED,10E,M10,DPA,M11,M12"
Goblin Sky Raider,,Daren Bader,210,Creature — Goblin Warrior,Flying (This creature can't be blocked except by creatures with flying or reach.),"ONS,9ED,10E,DPA"
Guerrilla Tactics,,Dave Dorman,211,Instant,"Guerrilla Tactics deals 2 damage to target creature or player.\nWhen a spell or ability an opponent controls causes you to discard Guerrilla Tactics, Guerrilla Tactics deals 4 damage to target creature or player.","ALL,DKM,8ED,9ED,10E"
Hill Giant,,Kev Walker,212,Creature — Giant,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,7ED,8ED,9ED,10E,DPA"
Incinerate,,Zoltan Boros & Gabor Szikszai,213,Instant,Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.,"pLGM,ICE,MIR,5ED,pMPR,DKM,CST,10E,ME2,DD2,DPA,M12,DD3_JVC"
"Kamahl, Pit Fighter",,Kev Walker,214,Legendary Creature — Human Barbarian,"Haste (This creature can attack and {T} as soon as it comes under your control.)\n{T}: Kamahl, Pit Fighter deals 3 damage to target creature or player.","ODY,10E,p15A,DPA,DDL"
Lava Axe,,Brian Snõddy,215,Sorcery,Lava Axe deals 5 damage to target player.,"POR,PO2,ULG,S99,S00,BTD,7ED,8ED,9ED,pGTW,10E,M10,M11,M12,M14,M15"
Lavaborn Muse,,Brian Snõddy,216,Creature — Spirit,"At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, Lavaborn Muse deals 3 damage to him or her.","LGN,10E,DDK"
Lightning Elemental,,Kev Walker,217,Creature — Elemental,Haste (This creature can attack and {T} as soon as it comes under your control.),"TMP,BRB,7ED,8ED,9ED,10E,M10,DPA,M12"
Manabarbs,,Jeff Miracola,218,Enchantment,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.","LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,10E,M10,M12"
Mogg Fanatic,,Brom,219,Creature — Goblin,Sacrifice Mogg Fanatic: Mogg Fanatic deals 1 damage to target creature or player.,"TMP,ATH,pFNM,pGTW,10E,EVG,PD2,DD3_EVG,TPR"
Orcish Artillery,,Jeff Miracola,220,Creature — Orc Warrior,{T}: Orcish Artillery deals 2 damage to target creature or player and 3 damage to you.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,6ED,7ED,8ED,9ED,10E"
Prodigal Pyromancer,,Jeremy Jarvis,221,Creature — Human Wizard,{T}: Prodigal Pyromancer deals 1 damage to target creature or player.,"PLC,10E,M10,DPA,M11"
Pyroclasm,,John Avon,222,Sorcery,Pyroclasm deals 2 damage to each creature.,"ICE,POR,7ED,pMPR,DKM,8ED,9ED,10E,M10,M11,DDK,DDL"
Rage Weaver,,John Matson,223,Creature — Human Wizard,{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.),"INV,10E"
Raging Goblin,,Jeff Miracola,224,Creature — Goblin Berserker,Haste (This creature can attack and {T} as soon as it comes under your control.),"POR,PO2,EXO,ATH,6ED,S99,BRB,BTD,7ED,8ED,9ED,10E,EVG,M10,DD3_EVG"
Relentless Assault,,Greg Hildebrandt,225,Sorcery,"Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.","VIS,PO2,6ED,PTK,S99,7ED,8ED,9ED,10E,HOP"
Rock Badger,,Heather Hudson,226,Creature — Badger Beast,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),"MMQ,10E"
Scoria Wurm,,Steve Firchow,227,Creature — Wurm,"At the beginning of your upkeep, flip a coin. If you lose the flip, return Scoria Wurm to its owner's hand.","USG,10E"
Seismic Assault,,Greg Staples,228,Enchantment,Discard a land card: Seismic Assault deals 2 damage to target creature or player.,"EXO,7ED,8ED,10E"
Shatterstorm,,Paolo Parente,229,Sorcery,Destroy all artifacts. They can't be regenerated.,"ATQ,3ED,5ED,6ED,10E"
Shivan Dragon,,Donato Giancola,230,Creature — Dragon,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Shivan Dragon gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,BTD,7ED,pREL,8ED,9ED,10E,DRB,M10,DPA,ME4,M14,M15,ORI"
Shivan Hellkite,,Kev Walker,231,Creature — Dragon,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{1}{R}: Shivan Hellkite deals 1 damage to target creature or player.,"USG,10E,DDG"
Shock,,Jon Foster,232,Instant,Shock deals 2 damage to target creature or player.,"STH,6ED,pFNM,S00,BTD,7ED,ONS,8ED,9ED,10E,DPA,M12,M14,DDN"
Shunt,,Greg Hildebrandt,233,Instant,Change the target of target spell with a single target.,"DST,10E"
Siege-Gang Commander,,Christopher Moeller,234,Creature — Goblin,"When Siege-Gang Commander enters the battlefield, put three 1/1 red Goblin creature tokens onto the battlefield.\n{1}{R}, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to target creature or player.","SCG,10E,EVG,M10,DD3_EVG"
Smash,,Paolo Parente,235,Instant,Destroy target artifact.\nDraw a card.,"APC,RAV,10E"
Soulblast,,Jim Nelson,236,Instant,"As an additional cost to cast Soulblast, sacrifice all creatures you control.\nSoulblast deals damage to target creature or player equal to the total power of the sacrificed creatures.","CHK,10E"
Spark Elemental,,John Avon,237,Creature — Elemental,"Trample, haste (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker. This creature can attack and {T} as soon as it comes under your control.)\nAt the beginning of the end step, sacrifice Spark Elemental.","5DN,10E,PD2"
Spitting Earth,,Michael Koelsch,238,Sorcery,Spitting Earth deals damage to target creature equal to the number of Mountains you control.,"MIR,POR,PO2,6ED,S99,7ED,10E,EVG,DDG,DD3_EVG"
"Squee, Goblin Nabob",,Greg Staples,239,Legendary Creature — Goblin,"At the beginning of your upkeep, you may return Squee, Goblin Nabob from your graveyard to your hand.","MMQ,10E,MMA"
Stun,,Terese Nielsen,240,Instant,Target creature can't block this turn.\nDraw a card.,"TMP,INV,10E,TPR"
Sudden Impact,,Wayne Reynolds,241,Instant,Sudden Impact deals damage to target player equal to the number of cards in that player's hand.,"TMP,7ED,8ED,9ED,10E,PD2"
Threaten,,Pete Venters,242,Sorcery,Untap target creature and gain control of it until end of turn. That creature gains haste until end of turn. (It can attack and {T} this turn.),"ONS,9ED,10E"
Thundering Giant,,Mark Zug,243,Creature — Giant,Haste (This creature can attack and {T} as soon as it comes under your control.),"USG,BTD,10E,MMA,M15"
Uncontrollable Anger,,Kev Walker,244,Enchantment — Aura,Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature
Enchanted creature gets +2/+2 and attacks each turn if able.,"CHK,10E,CNS"
Viashino Runner,,Steve White,245,Creature — Viashino,Menace (This creature can't be blocked except by two or more creatures.),"USG,10E"
Viashino Sandscout,,Scott M. Fischer,246,Creature — Viashino Scout,"Haste (This creature can attack and {T} as soon as it comes under your control.)\nAt the beginning of the end step, return Viashino Sandscout to its owner's hand. (Return it only if it's on the battlefield.)","ULG,10E"
Wall of Fire,,Dan Dos Santos,247,Creature — Wall,Defender (This creature can't attack.)\n{R}: Wall of Fire gets +1/+0 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,6ED,7ED,10E,M10,M13,M15"
Warp World,,Ron Spencer,248,Sorcery,"Each player shuffles all permanents he or she owns into his or her library, then reveals that many cards from the top of his or her library. Each player puts all artifact, creature, and land cards revealed this way onto the battlefield, then does the same for enchantment cards, then puts all cards revealed this way that weren't put onto the battlefield on the bottom of his or her library.","RAV,10E,M10"
Abundance,,Rebecca Guay,249,Enchantment,"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order.","USG,10E"
Aggressive Urge,,Christopher Moeller,250,Instant,Target creature gets +1/+1 until end of turn.\nDraw a card.,"INV,10E"
Avatar of Might,,rk post,251,Creature — Avatar,"If an opponent controls at least four more creatures than you, Avatar of Might costs {6} less to cast.\nTrample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","PCY,10E"
Birds of Paradise,,Marcelo Vignali,252,Creature — Bird,Flying\n{T}: Add one mana of any color to your mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,pMEI,4ED,5ED,6ED,7ED,8ED,RAV,10E,M10,M11,M12"
Blanchwood Armor,,Paolo Parente,253,Enchantment — Aura,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets +1/+1 for each Forest you control.,"USG,7ED,8ED,9ED,10E,DPA"
Canopy Spider,,Christopher Rush,254,Creature — Spider,Reach (This creature can block creatures with flying.),"TMP,ATH,7ED,8ED,10E,TPR"
Civic Wayfinder,,Cyril Van Der Haegen,255,Creature — Elf Warrior Druid,"When Civic Wayfinder enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library.","RAV,10E,DPA"
Commune with Nature,,Lars Grant-West,256,Sorcery,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,"CHK,10E,MM2"
Craw Wurm,,Richard Sardinha,257,Creature — Wurm,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,8ED,9ED,10E,M10"
Creeping Mold,,Gary Ruddell,258,Sorcery,"Destroy target artifact, enchantment, or land.","pARL,VIS,6ED,7ED,8ED,MRD,9ED,10E"
Elven Riders,,Darrell Riche,259,Creature — Elf,Elven Riders can't be blocked except by Walls and/or creatures with flying.,"LEG,4ED,RQS,ITP,5ED,6ED,ONS,10E,DPA"
Elvish Berserker,,Paolo Parente,260,Creature — Elf Berserker,"Whenever Elvish Berserker becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.","EXO,9ED,10E"
Elvish Champion,,D. Alexander Gregory,261,Creature — Elf,Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.),"pSUS,INV,7ED,8ED,9ED,10E,DPA"
Elvish Piper,,Rebecca Guay,262,Creature — Elf Shaman,"{G}, {T}: You may put a creature card from your hand onto the battlefield.","UDS,7ED,8ED,9ED,10E,M10"
Enormous Baloth,,Mark Tedin,263,Creature — Beast,,"LGN,8ED,9ED,10E,M10"
Femeref Archers,,Zoltan Boros & Gabor Szikszai,264,Creature — Human Archer,{T}: Femeref Archers deals 4 damage to target attacking creature with flying.,"MIR,6ED,7ED,10E"
Gaea's Herald,,Jim Murray,265,Creature — Elf,Creature spells can't be countered.,"PLS,8ED,10E,DPA"
Giant Growth,,Matt Cavotta,266,Instant,Target creature gets +3/+3 until end of turn.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,ATH,6ED,BRB,pSUS,pFNM,S00,BTD,7ED,pMPR,DKM,8ED,9ED,10E,EVG,ME2,M10,ME3,DDD,DPA,M11,ME4,RTR,M14,DD3_EVG,DD3_GVL"
Giant Spider,,Randy Gallegos,267,Creature — Spider,Reach (This creature can block creatures with flying.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,POR,ATH,6ED,7ED,8ED,9ED,10E,M10,DPA,M11,M12,M14"
Grizzly Bears,,D. J. Cleland-Hura,268,Creature — Bear,,"LEA,LEB,2ED,CED,CEI,3ED,4ED,RQS,ITP,5ED,POR,6ED,S99,7ED,8ED,9ED,10E"
Hunted Wumpus,,Thomas M. Baxa,269,Creature — Beast,"When Hunted Wumpus enters the battlefield, each other player may put a creature card from his or her hand onto the battlefield.","MMQ,8ED,9ED,10E"
Hurricane,,John Howe,270,Sorcery,Hurricane deals X damage to each creature with flying and each player.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,POR,PO2,ATH,6ED,BRB,7ED,DKM,10E"
Joiner Adept,,Heather Hudson,271,Creature — Elf Druid,Lands you control have "{T}: Add one mana of any color to your mana pool.","5DN,10E"
Karplusan Strider,,Dan Scott,272,Creature — Yeti,Karplusan Strider can't be the target of blue or black spells.,"CSP,10E,MM2"
Kavu Climber,,Rob Alexander,273,Creature — Kavu,"When Kavu Climber enters the battlefield, draw a card.","INV,9ED,10E"
Llanowar Elves,,Kev Walker,274,Creature — Elf Druid,{T}: Add {G} to your mana pool.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,5ED,ATH,6ED,BRB,pFNM,S00,BTD,7ED,9ED,pGTW,10E,EVG,M10,M11,M12,C14,DD3_EVG"
Llanowar Sentinel,,Randy Gallegos,275,Creature — Elf,"When Llanowar Sentinel enters the battlefield, you may pay {1}{G}. If you do, search your library for a card named Llanowar Sentinel and put that card onto the battlefield. Then shuffle your library.","WTH,10E"
Lure,,D. Alexander Gregory,276,Enchantment — Aura,Enchant creature\nAll creatures able to block enchanted creature do so.,"LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,5ED,6ED,MMQ,7ED,8ED,CHK,10E,M12"
Might of Oaks,,Jeremy Jarvis,277,Instant,Target creature gets +7/+7 until end of turn.,"ULG,7ED,8ED,9ED,10E,M10"
Might Weaver,,Larry Elmore,278,Creature — Human Wizard,"{2}: Target red or white creature gains trample until end of turn. (If the creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","INV,10E"
"Mirri, Cat Warrior",,Daren Bader,279,Legendary Creature — Cat Warrior,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)","EXO,ATH,10E,TPR"
"Molimo, Maro-Sorcerer",,Mark Zug,280,Legendary Creature — Elemental,"Trample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)\nMolimo, Maro-Sorcerer's power and toughness are each equal to the number of lands you control.","INV,10E,DPA,ARC"
Natural Spring,,Jeffrey R. Busch,281,Sorcery,Target player gains 8 life.,"POR,TMP,PO2,S99,9ED,10E,DPA"
Naturalize,,Tim Hildebrandt,282,Instant,Destroy target artifact or enchantment.,"ONS,8ED,9ED,10E,ALA,M10,ROE,DPA,M11,M12,ISD,M13,GTC,M14,M15,KTK,DTK"
Overgrowth,,Ron Spears,283,Enchantment — Aura,"Enchant land (Target a land as you cast this. This card enters the battlefield attached to that land.)\nWhenever enchanted land is tapped for mana, its controller adds {G}{G} to his or her mana pool (in addition to the mana the land produces).","STH,9ED,10E"
Overrun,,Carl Critchlow,284,Sorcery,Creatures you control get +3/+3 and gain trample until end of turn.,"TMP,ATH,ODY,10E,M10,DDD,DPA,M12,PC2,C14,DD3_GVL,TPR,C15"
Pincher Beetles,,Stephen Daniele,285,Creature — Insect,Shroud (This creature can't be the target of spells or abilities.),"TMP,BRB,10E"
Primal Rage,,Brian Snõddy,286,Enchantment,"Creatures you control have trample. (If a creature you control would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)","STH,10E"
Quirion Dryad,,Todd Lockwood,287,Creature — Dryad,"Whenever you cast a white, blue, black, or red spell, put a +1/+1 counter on Quirion Dryad.","PLS,10E,M13"
Rampant Growth,,Steven Belledin,288,Sorcery,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.,"MIR,TMP,6ED,BTD,7ED,pMPR,8ED,9ED,10E,M10,HOP,DPA,M12,TPR,MM2,C15"
Recollect,,Pete Venters,289,Sorcery,Return target card from your graveyard to your hand.,"pMPR,RAV,10E"
Regeneration,,Jeremy Jarvis,290,Enchantment — Aura,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\n{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","LEA,LEB,2ED,CED,CEI,3ED,4ED,ICE,MIR,5ED,6ED,7ED,8ED,9ED,10E"
Rhox,,Mark Zug,291,Creature — Rhino Beast,"You may have Rhox assign its combat damage as though it weren't blocked.\n{2}{G}: Regenerate Rhox. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","NMS,S00,8ED,10E"
Root Maze,,Rebecca Guay,292,Enchantment,Artifacts and lands enter the battlefield tapped.,"TMP,10E"
Rootwalla,,Roger Raupp,293,Creature — Lizard,{1}{G}: Rootwalla gets +2/+2 until end of turn. Activate this ability only once each turn.,"TMP,9ED,10E,M14,TPR"
Rushwood Dryad,,Todd Lockwood,294,Creature — Dryad,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),"MMQ,8ED,10E"
Scion of the Wild,,Kev Walker,295,Creature — Avatar,Scion of the Wild's power and toughness are each equal to the number of creatures you control.,"RAV,10E,MM2"
Seedborn Muse,,Adam Rex,296,Creature — Spirit,Untap all permanents you control during each other player's untap step.,"LGN,9ED,10E"
Skyshroud Ranger,,Mark Tedin,297,Creature — Elf,{T}: You may put a land card from your hand onto the battlefield. Activate this ability only any time you could cast a sorcery.,"TMP,10E"
Spined Wurm,,Carl Critchlow,298,Creature — Wurm,,"pMEI,POR,STH,S00,7ED,8ED,9ED,10E,DPA,M11,TPR"
Stalking Tiger,,Terese Nielsen,299,Creature — Cat,Stalking Tiger can't be blocked by more than one creature.,"MIR,POR,6ED,PTK,10E"
Stampeding Wildebeests,,Randy Gallegos,300,Creature — Antelope Beast,"Trample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)\nAt the beginning of your upkeep, return a green creature you control to its owner's hand.","VIS,10E,DDD,DD3_GVL"
Sylvan Basilisk,,Steven Belledin,301,Creature — Basilisk,"Whenever Sylvan Basilisk becomes blocked by a creature, destroy that creature.","PO2,S99,10E"
Sylvan Scrying,,Scott M. Fischer,302,Sorcery,"Search your library for a land card, reveal it, and put it into your hand. Then shuffle your library.","MRD,10E,BFZ"
Tangle Spider,,Terese Nielsen,303,Creature — Spider,Flash (You may cast this spell any time you could cast an instant.)\nReach (This creature can block creatures with flying.),"DST,10E"
Treetop Bracers,,Heather Hudson,304,Enchantment — Aura,Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nEnchanted creature gets +1/+1 and can't be blocked except by creatures with flying.,"NMS,9ED,10E"
Troll Ascetic,,Puddnhead,305,Creature — Troll Shaman,Hexproof (This creature can't be the target of spells or abilities your opponents control.)\n{1}{G}: Regenerate Troll Ascetic.,"MRD,10E,DPA,CMD,DDL"
Upwelling,,Chippy,306,Enchantment,Mana pools don't empty as steps and phases end.,"SCG,10E"
Verdant Force,,DiTerlizzi,307,Creature — Elemental,"At the beginning of each upkeep, put a 1/1 green Saproling creature token onto the battlefield.","TMP,9ED,10E,HOP,DPA,PD3,TPR,C15"
Viridian Shaman,,Scott M. Fischer,308,Creature — Elf Shaman,"When Viridian Shaman enters the battlefield, destroy target artifact.","MRD,9ED,10E,C15"
Wall of Wood,,Rebecca Guay,309,Creature — Wall,Defender (This creature can't attack.),"LEA,LEB,2ED,CED,CEI,3ED,4ED,10E,DPA"
Yavimaya Enchantress,,Terese Nielsen,310,Creature — Human Druid,Yavimaya Enchantress gets +1/+1 for each enchantment on the battlefield.,"UDS,7ED,8ED,9ED,10E"
Angel's Feather,,Alan Pollack,311,Artifact,"Whenever a player casts a white spell, you may gain 1 life.","DST,9ED,10E,DDC,M10,M11,M12,DD3_DVD"
Bottle Gnomes,,Ben Thompson,312,Artifact Creature — Gnome,Sacrifice Bottle Gnomes: You gain 3 life.,"TMP,pFNM,MRD,9ED,10E,DD2,C14,DD3_JVC,TPR"
Chimeric Staff,,Michael Sutfin,313,Artifact,{X}: Chimeric Staff becomes an X/X Construct artifact creature until end of turn.,"USG,10E"
Chromatic Star,,Alex Horley-Orlandelli,314,Artifact,"{1}, {T}, Sacrifice Chromatic Star: Add one mana of any color to your mana pool.\nWhen Chromatic Star is put into a graveyard from the battlefield, draw a card.","TSP,10E"
Citanul Flute,,Greg Hildebrandt,315,Artifact,"{X}, {T}: Search your library for a creature card with converted mana cost X or less, reveal it, and put it into your hand. Then shuffle your library.","USG,10E"
Coat of Arms,,Scott M. Fischer,316,Artifact,"Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. (For example, if two Goblin Warriors and a Goblin Shaman are on the battlefield, each gets +2/+2.)","EXO,7ED,8ED,9ED,10E,M10,H09,DPA,TPR"
